"Date","Observer.Name","Stake","Plot","Fence","Tag","SpCode","Height.cm","Notes","X","Y","perc.leaf","Invasive1","perc.Invasive1","Invasive2","perc.Invasive2","Invasive3","perc.Invasive3","Invasive4","perc.Invasive4","Invasive5","perc.Invasive5","Invasive6","perc.Invasive6"
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4030","beth",6,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4031","fram",25,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4032","fram",7,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4033","fram",8,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4034","fram",11.5,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4035","fram",7,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4036","fram",8,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4037","fram",7.5,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"East",FALSE,"4038","caco",10,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4039","fram",7,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4040","fram",7,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4041","fram",7,"1 cotyl",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4042","fram",6,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4043","fram",6,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4044","vitis",7.5,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4045","fram",19.5,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4046","ruph",100,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4047","fram",6.5,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4048","fram",9,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4049","fram",8,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"South",FALSE,"4050","fram",6.5,"",NA,NA,"95","alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4051","fram",15.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4052","fram",27,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4053","fram",7.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4054","fram",4,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4055","fram",5.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4056","fram",7,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4057","fram",8,"1 cotyl",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4058","fram",22.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4059","fram",7.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4060","fram",8.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4061","fram",8.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4062","fram",6.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4063","fram",7.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4064","fram",7,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4065","fram",11,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4066","vitis",10,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4067","fram",4.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4068","ceca",8,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"4069","fram",5.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"5601","saal",24.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"5602","saal",24,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"5603","saal",24.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"5604","saal",21,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",118,"West",FALSE,"5605","saal",25.5,"",NA,NA,"92","mivi,alpe","<1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/20/2010","Hu Jing,  Xiaoli",125,"South",FALSE,"4070","libe",8,"",NA,NA,"5","mivi","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/24/2010","XL, ZL, NILS",205,"East",FALSE,"5995","ceoc",65,"",NA,NA,"35","loja","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/24/2010","XL, ZL, NILS",205,"East",FALSE,"5996","libe",4.5,"",NA,NA,"35","loja","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/24/2010","XL, ZL, NILS",205,"East",FALSE,"6721","libe",7,"",NA,NA,"35","loja","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
